Grupos de edad;Ambos Sexos
75-79;426
80-84;251
85-89;134
90-94;63
95-99;28
100 AÑOS Y MÁS;8
Solano;
Total;11.503
00-04;1.468
05-09;1.417
10-14;1.338
15-19;1.310
20-24;1.042
25-29;881
30-34;766
35-39;662
40-44;575
45-49;513
50-54;451
55-59;346
60-64;243
65-69;187
70-74;132
75-79;80
80-84;49
85-89;25
90-94;11
95-99;7
100 AÑOS Y MÁS;0
Solita;
Total;6.346
00-04;629
05-09;683
10-14;717
15-19;654
20-24;506
25-29;433
30-34;405
35-39;382
40-44;364
45-49;347
50-54;327
55-59;265
60-64;188
65-69;136
70-74;114
75-79;86
80-84;55
85-89;29
90-94;14
95-99;10
100 AÑOS Y MÁS;2
Valparaíso;
Total;7.048
00-04;561
05-09;722
10-14;856
15-19;786
20-24;557
25-29;429
30-34;393
35-39;430
40-44;447
45-49;413
50-54;384
55-59;330
60-64;228
65-69;168
70-74;136
75-79;93
80-84;52
85-89;35
90-94;20
95-99;8
100 AÑOS Y MÁS;0
Popayán;
Total;325.477
00-04;20.333
05-09;20.696
10-14;21.803
15-19;24.512
20-24;28.024
25-29;28.392
30-34;26.816
35-39;25.997
40-44;22.728
45-49;20.020
50-54;19.607
55-59;17.991
60-64;14.813
65-69;11.573
70-74;8.547
75-79;5.823
80-84;3.675
85-89;2.204
90-94;1.222
95-99;506
100 AÑOS Y MÁS;195
Almaguer;
Total;18.177
00-04;1.151
05-09;1.287
10-14;1.485
15-19;1.646
20-24;1.576
25-29;1.423
30-34;1.405
35-39;1.390
40-44;1.145
45-49;931
50-54;882
55-59;886
60-64;829
65-69;708
70-74;558
75-79;381
80-84;237
85-89;148
90-94;73
95-99;30
100 AÑOS Y MÁS;6
Argelia;
Total;26.588
00-04;2.106
05-09;2.168
10-14;2.294
15-19;2.516
20-24;2.580
25-29;2.541
30-34;2.427
35-39;2.182
40-44;1.734
45-49;1.383
50-54;1.203
55-59;1.023
60-64;765
65-69;549
70-74;416
75-79;301
80-84;194
85-89;114
90-94;54
95-99;32
100 AÑOS Y MÁS;6
Balboa;
Total;21.437
00-04;1.486
05-09;1.623
10-14;1.824
15-19;1.966
20-24;1.872
25-29;1.695
30-34;1.604
35-39;1.587
40-44;1.422
45-49;1.221
50-54;1.107
55-59;1.015
60-64;851
65-69;664
70-74;511
75-79;385
80-84;271
85-89;171
90-94;105
95-99;49
100 AÑOS Y MÁS;8
Bolívar;
Total;36.994
00-04;2.242
05-09;2.430
10-14;2.733
15-19;3.063
20-24;3.086
25-29;2.891
30-34;2.777
35-39;2.767
40-44;2.489
45-49;2.185
50-54;2.046
55-59;1.919
60-64;1.689
65-69;1.424
70-74;1.167
75-79;865
80-84;577
85-89;357
90-94;200
95-99;72
100 AÑOS Y MÁS;15
Buenos Aires;
Total;32.049
00-04;2.869
05-09;2.892
10-14;2.953
15-19;3.109
20-24;3.072
25-29;2.793
30-34;2.454
35-39;2.203
40-44;1.835
45-49;1.514
50-54;1.370
55-59;1.293
60-64;1.119
65-69;850
70-74;602
75-79;430
80-84;312
85-89;207
90-94;123
95-99;43
100 AÑOS Y MÁS;6
Cajibío;
Total;42.833
00-04;3.350
05-09;3.562
10-14;3.846
15-19;4.054
20-24;3.811
25-29;3.309
30-34;2.964
35-39;2.861
40-44;2.566
45-49;2.221
50-54;2.048
55-59;1.966
60-64;1.790
65-69;1.460
70-74;1.097
75-79;797
80-84;548
85-89;328
90-94;163
95-99;67
100 AÑOS Y MÁS;25
Caldono;
Total;41.770
00-04;4.588
05-09;4.438
10-14;4.218
15-19;4.188
20-24;3.947
25-29;3.377
30-34;2.826
35-39;2.615
40-44;2.309
45-49;1.877
50-54;1.581
55-59;1.442
60-64;1.287
65-69;1.056
70-74;796
75-79;547
80-84;348
85-89;201
90-94;91
95-99;32
100 AÑOS Y MÁS;6
Caloto;
Total;30.216
00-04;2.440
05-09;2.518
10-14;2.652
15-19;2.864
20-24;2.940
25-29;2.706
30-34;2.348
35-39;2.156
40-44;1.865
45-49;1.570
50-54;1.404
55-59;1.210
60-64;1.000
65-69;826
70-74;627
75-79;424
80-84;276
85-89;186
90-94;123
95-99;59
100 AÑOS Y MÁS;22
Corinto;
Total;25.440
00-04;1.789
05-09;1.945
10-14;2.216
15-19;2.530
20-24;2.532
25-29;2.159
30-34;1.899
35-39;1.891
40-44;1.684
45-49;1.375
50-54;1.203
55-59;1.098
60-64;952
65-69;758
70-74;558
75-79;366
80-84;227
85-89;138
90-94;74
95-99;39
100 AÑOS Y MÁS;7
El Tambo;
Total;53.769
00-04;3.772
05-09;3.981
10-14;4.283
15-19;4.550
20-24;4.456
25-29;4.225
30-34;3.986
35-39;3.801
40-44;3.307
45-49;2.886
50-54;2.814
55-59;2.768
60-64;2.435
65-69;1.953
70-74;1.515
75-79;1.163
80-84;866
85-89;580
90-94;321
95-99;100
100 AÑOS Y MÁS;7
Florencia;
Total;5.303
00-04;345
05-09;374
10-14;419
15-19;459
20-24;473
25-29;470
30-34;399
35-39;338
40-44;313
45-49;297
50-54;278
55-59;260
60-64;227
65-69;191
70-74;155
75-79;112
80-84;75
85-89;58
90-94;40
95-99;18
100 AÑOS Y MÁS;2
Guachené;
Total;20.020
00-04;1.430
05-09;1.537
10-14;1.701
15-19;1.883
20-24;1.920
25-29;1.740
30-34;1.576
35-39;1.611
40-44;1.452
45-49;1.122
50-54;938
55-59;843
60-64;687
65-69;514
70-74;375
75-79;268
80-84;178
85-89;115
90-94;76
95-99;41
100 AÑOS Y MÁS;13
Guapi;
Total;27.696
00-04;3.032
05-09;3.111
10-14;3.132
15-19;2.971
20-24;2.504
25-29;2.065
30-34;1.768
35-39;1.585
40-44;1.326
45-49;1.138
50-54;1.086
55-59;1.022
60-64;900
65-69;711
70-74;479
75-79;337
80-84;247
85-89;148
90-94;70
95-99;49
100 AÑOS Y MÁS;15
Inzá;
Total;29.441
00-04;3.098
05-09;3.040
10-14;2.941
15-19;2.925
20-24;2.683
25-29;2.292
30-34;1.994
35-39;1.855
40-44;1.673
45-49;1.388
50-54;1.156
55-59;1.035
60-64;911
65-69;764
70-74;623
75-79;451
80-84;290
85-89;181
90-94;100
95-99;35
100 AÑOS Y MÁS;6
Jambaló;
Total;18.568
00-04;2.003
05-09;1.919
10-14;1.833
15-19;1.913
20-24;1.908
25-29;1.702
30-34;1.451
35-39;1.268
40-44;999
45-49;772
50-54;667
55-59;581
60-64;443
65-69;359
70-74;307
75-79;196
80-84;114
85-89;73
90-94;29
95-99;25
100 AÑOS Y MÁS;6
La Sierra;
Total;10.655
00-04;728
05-09;743
10-14;772
15-19;848
20-24;899
25-29;859
30-34;752
35-39;705
40-44;687
45-49;647
50-54;605
55-59;541
60-64;462
65-69;407
70-74;351
75-79;268
80-84;186
85-89;110
90-94;56
95-99;26
100 AÑOS Y MÁS;3
La Vega;
Total;24.642
00-04;1.720
05-09;1.780
10-14;1.911
15-19;2.148
20-24;2.239
25-29;2.011
30-34;1.796
35-39;1.728
40-44;1.563
45-49;1.347
50-54;1.218
55-59;1.121
60-64;993
65-69;878
70-74;748
75-79;585
80-84;415
85-89;265
90-94;132
95-99;38
100 AÑOS Y MÁS;6
López;
Total;18.932
00-04;2.419
05-09;2.356
10-14;2.207
15-19;2.019
20-24;1.728
25-29;1.471
30-34;1.239
35-39;1.064
40-44;901
45-49;771
50-54;713
55-59;639
60-64;470
65-69;298
70-74;207
75-79;160
80-84;122
85-89;72
90-94;41
95-99;29
100 AÑOS Y MÁS;6
Mercaderes;
Total;23.097
00-04;1.392
05-09;1.578
10-14;1.806
15-19;1.873
20-24;1.712
25-29;1.608
30-34;1.629
35-39;1.649
40-44;1.523
45-49;1.399
50-54;1.335
55-59;1.245
60-64;1.114
65-69;965
70-74;757
75-79;550
80-84;411
85-89;292
90-94;179
95-99;69
100 AÑOS Y MÁS;11
Miranda;
Total;32.082
00-04;2.263
05-09;2.379
10-14;2.562
15-19;2.786
20-24;2.902
25-29;2.720
30-34;2.504
35-39;2.445
40-44;2.188
45-49;1.912
50-54;1.759
55-59;1.541
60-64;1.250
65-69;959
70-74;700
75-79;504
80-84;333
85-89;194
90-94;107
95-99;55
100 AÑOS Y MÁS;19
Morales;
Total;40.084
00-04;4.028
05-09;3.861
10-14;3.668
15-19;3.788
20-24;3.753
25-29;3.305
30-34;2.941
35-39;2.807
40-44;2.409
45-49;1.917
50-54;1.705
55-59;1.535
60-64;1.214
65-69;972
70-74;827
75-79;603
80-84;368
85-89;207
90-94;118
95-99;48
100 AÑOS Y MÁS;10
Padilla;
Total;9.992
00-04;668
05-09;722
10-14;813
15-19;904
20-24;936
25-29;842
30-34;749
35-39;737
40-44;668
45-49;563
50-54;504
55-59;471
60-64;402
65-69;295
70-74;220
75-79;181
80-84;137
85-89;90
90-94;51
95-99;35
100 AÑOS Y MÁS;4
Paez;
Total;46.742
00-04;5.940
05-09;5.601
10-14;5.070
15-19;4.767
20-24;4.330
25-29;3.712
30-34;3.196
35-39;2.811
40-44;2.289
45-49;1.833
50-54;1.563
55-59;1.379
60-64;1.160
65-69;960
70-74;798
75-79;556
80-84;348
85-89;232
90-94;144
95-99;47
100 AÑOS Y MÁS;6
Patía;
Total;37.494
00-04;2.512
05-09;2.786
10-14;3.159
15-19;3.377
20-24;3.146
25-29;2.843
30-34;2.694
35-39;2.709
40-44;2.498
45-49;2.245
50-54;2.136
55-59;1.919
60-64;1.592
65-69;1.293
70-74;983
75-79;692
80-84;453
85-89;256
90-94;118
95-99;58
100 AÑOS Y MÁS;25
Piamonte;
Total;9.259
00-04;941
05-09;974
10-14;986
15-19;925
20-24;796
25-29;726
30-34;677
35-39;642
40-44;567
45-49;475
50-54;409
55-59;359
60-64;277
65-69;191
70-74;122
75-79;77
80-84;48
85-89;26
90-94;21
95-99;18
100 AÑOS Y MÁS;2
Piendamó;
Total;41.837
00-04;3.130
05-09;3.217
10-14;3.375
15-19;3.633
20-24;3.669
25-29;3.375
30-34;3.060
35-39;2.990
40-44;2.714
45-49;2.362
50-54;2.184
55-59;2.000
60-64;1.744
65-69;1.421
70-74;1.088
75-79;795
80-84;525
85-89;312
90-94;168
95-99;63
100 AÑOS Y MÁS;12
Puerto Tejada;
Total;41.793
00-04;3.149
05-09;3.231
10-14;3.347
15-19;3.488
20-24;3.740
25-29;3.688
30-34;3.275
35-39;3.050
40-44;2.747
45-49;2.459
50-54;2.316
55-59;2.102
60-64;1.712
65-69;1.235
70-74;850
75-79;581
80-84;369
85-89;221
90-94;133
95-99;68
100 AÑOS Y MÁS;32
Puracé;
Total;17.569
00-04;1.586
05-09;1.528
10-14;1.498
15-19;1.653
20-24;1.760
25-29;1.593
30-34;1.334
35-39;1.200
40-44;1.075
45-49;928
50-54;816
55-59;699
60-64;565
65-69;452
70-74;352
75-79;233
80-84;143
85-89;83
90-94;38
95-99;27
100 AÑOS Y MÁS;6
Rosas;
Total;11.539
00-04;685
05-09;710
10-14;778
15-19;907
20-24;908
25-29;812
30-34;772
35-39;796
40-44;755
45-49;714
50-54;694
55-59;659
60-64;594
65-69;497
70-74;403
75-79;298
80-84;228
85-89;171
90-94;114
95-99;40
100 AÑOS Y MÁS;4
San Sebastián;
Total;11.062
00-04;614
05-09;699
10-14;838
15-19;992
20-24;1.009
25-29;886
30-34;818
35-39;829
40-44;768
45-49;662
50-54;595
55-59;537
60-64;476
65-69;405
70-74;332
75-79;246
80-84;163
85-89;106
90-94;60
95-99;25
100 AÑOS Y MÁS;2
Santander de Quilichao;
Total;113.001
00-04;8.788
05-09;8.794
10-14;8.936
15-19;9.601
20-24;10.356
25-29;9.905
30-34;8.808
35-39;8.431
40-44;7.599
45-49;6.480
50-54;5.818
55-59;5.244
60-64;4.395
65-69;3.381
70-74;2.459
75-79;1.681
80-84;1.076
85-89;669
90-94;390
95-99;151
100 AÑOS Y MÁS;39
Santa Rosa;
Total;5.383
00-04;444
05-09;462
10-14;486
15-19;496
20-24;446
25-29;390
30-34;368
35-39;366
40-44;347
45-49;311
50-54;283
55-59;248
60-64;202
65-69;159
70-74;132
75-79;104
80-84;67
85-89;35
90-94;20
95-99;15
100 AÑOS Y MÁS;2
Silvia;
Total;38.063
00-04;3.691
05-09;3.538
10-14;3.407
15-19;3.667
20-24;3.758
25-29;3.315
30-34;2.782
35-39;2.554
40-44;2.283
45-49;1.915
50-54;1.645
55-59;1.423
60-64;1.206
65-69;1.022
70-74;802
75-79;521
80-84;291
85-89;143
90-94;58
95-99;34
100 AÑOS Y MÁS;8
Sotara;
Total;14.210
00-04;970
05-09;992
10-14;1.061
15-19;1.233
20-24;1.293
25-29;1.174
30-34;1.071
35-39;1.030
40-44;909
45-49;813
50-54;779
55-59;716
60-64;588
65-69;452
70-74;383
75-79;314
80-84;214
85-89;118
90-94;65
95-99;29
100 AÑOS Y MÁS;6
Suárez;
Total;32.526
00-04;2.908
05-09;2.935
10-14;2.984
15-19;3.108
20-24;3.024
25-29;2.737
30-34;2.416
35-39;2.227
40-44;1.930
45-49;1.605
50-54;1.461
55-59;1.383
60-64;1.201
65-69;914
70-74;642
75-79;443
80-84;290
85-89;170
90-94;85
95-99;51
100 AÑOS Y MÁS;12
Sucre;
Total;9.669
00-04;536
05-09;647
10-14;797
15-19;887
20-24;848
25-29;761
30-34;718
35-39;713
40-44;653
45-49;597
50-54;555
55-59;473
60-64;398
65-69;338
70-74;270
75-79;207
80-84;136
85-89;77
90-94;33
95-99;21
100 AÑOS Y MÁS;4
Timbío;
Total;36.287
00-04;2.390
05-09;2.508
10-14;2.695
15-19;2.915
20-24;3.010
25-29;2.849
30-34;2.602
35-39;2.502
40-44;2.329
45-49;2.202
50-54;2.144
55-59;1.977
60-64;1.693
65-69;1.359
70-74;1.058
75-79;814
80-84;574
85-89;362
90-94;201
95-99;81
100 AÑOS Y MÁS;22
Timbiquí;
Total;26.607
00-04;3.455
05-09;3.339
10-14;3.077
15-19;2.737
20-24;2.320
25-29;2.082
30-34;1.845
35-39;1.596
40-44;1.292
45-49;1.050
50-54;928
55-59;786
60-64;602
65-69;483
70-74;359
75-79;244
80-84;178
85-89;113
90-94;66
95-99;43
100 AÑOS Y MÁS;12
Toribio;
Total;36.694
00-04;3.348
05-09;3.437
10-14;3.614
15-19;3.944
20-24;3.956
25-29;3.512
30-34;2.962
35-39;2.567
40-44;2.086
45-49;1.611
50-54;1.319
55-59;1.120
60-64;954
65-69;771
70-74;568
75-79;405
80-84;268
85-89;152
90-94;67
95-99;27
100 AÑOS Y MÁS;6
Totoró;
Total;25.612
00-04;2.586
05-09;2.535
10-14;2.475
15-19;2.550
20-24;2.536
25-29;2.270
30-34;1.930
35-39;1.697
40-44;1.436
45-49;1.212
50-54;1.068
55-59;898
60-64;715
65-69;578
70-74;445
75-79;302
80-84;188
85-89;108
90-94;48
95-99;29
100 AÑOS Y MÁS;6
Villa Rica;
Total;21.328
00-04;1.682
05-09;1.671
10-14;1.688
15-19;1.824
20-24;1.975
25-29;1.862
30-34;1.687
35-39;1.689
40-44;1.553
45-49;1.280
50-54;1.086
55-59;961
60-64;786
65-69;556
70-74;378
75-79;259
80-84;167
85-89;101
90-94;62
95-99;37
100 AÑOS Y MÁS;24
Valledupar;
Total;532.956
00-04;50.660
05-09;49.835
10-14;48.435
15-19;48.339
20-24;48.511
25-29;47.413
30-34;42.969
35-39;38.391
40-44;33.428
45-49;28.706
50-54;25.349
55-59;21.331
60-64;16.579
65-69;12.598
70-74;8.777
75-79;5.386
80-84;3.095
85-89;1.718
90-94;915
95-99;356
100 AÑOS Y MÁS;165
Aguachica;
Total;118.652
00-04;10.876
05-09;10.925
10-14;10.860
15-19;10.772
20-24;10.613
25-29;10.292
30-34;9.219
35-39;8.186
40-44;7.368
45-49;6.572
50-54;5.846
55-59;4.927
60-64;3.939
65-69;3.119
70-74;2.217
75-79;1.372
80-84;818
85-89;448
90-94;203
95-99;65
100 AÑOS Y MÁS;15
Agustín Codazzi;
Total;64.676
00-04;6.611
05-09;6.540
10-14;6.319
15-19;5.972
20-24;5.595
25-29;5.330
30-34;4.699
35-39;4.034
40-44;3.608
45-49;3.376
50-54;3.119
55-59;2.621
60-64;2.016
65-69;1.595
70-74;1.268
75-79;904
80-84;567
85-89;294
90-94;128
95-99;53
100 AÑOS Y MÁS;27
Astrea;
Total;21.062
00-04;2.333
05-09;2.310
10-14;2.235
15-19;2.048
20-24;1.773
25-29;1.558
30-34;1.380
35-39;1.243
40-44;1.170
45-49;1.103
50-54;973
55-59;779
60-64;605
65-69;522
70-74;418
75-79;278
80-84;167
85-89;91
90-94;47
95-99;26
100 AÑOS Y MÁS;3
Becerril;
Total;23.308
00-04;2.844
05-09;2.728
10-14;2.527
15-19;2.314
20-24;2.094
25-29;1.893
30-34;1.675
35-39;1.489
40-44;1.259
45-49;1.053
50-54;921
55-59;760
60-64;576
65-69;445
70-74;318
75-79;198
80-84;108
85-89;52
90-94;28
95-99;21
100 AÑOS Y MÁS;5
Bosconia;
Total;43.326
00-04;4.418
05-09;4.558
10-14;4.606
15-19;4.363
20-24;3.939
25-29;3.663
30-34;3.299
35-39;2.902
40-44;2.487
45-49;2.127
50-54;1.854
55-59;1.537
60-64;1.165
65-69;881
70-74;638
75-79;419
80-84;252
85-89;127
90-94;54
95-99;27
100 AÑOS Y MÁS;10
Chimichagua;
Total;36.229
00-04;3.940
05-09;4.039
10-14;4.043
15-19;3.582
20-24;2.715
25-29;2.229
30-34;2.179
35-39;2.113
40-44;1.963
45-49;1.816
50-54;1.696
55-59;1.551
60-64;1.295
65-69;1.067
70-74;791
75-79;528
80-84;340
85-89;199
90-94;100
95-99;36
100 AÑOS Y MÁS;7
Chiriguaná;
Total;29.632
00-04;3.221
05-09;3.128
10-14;2.959
15-19;2.718
20-24;2.481
25-29;2.350
30-34;2.129
35-39;1.896
40-44;1.715
45-49;1.555
50-54;1.405
55-59;1.177
60-64;887
65-69;716
70-74;531
75-79;335
80-84;211
85-89;120
90-94;59
95-99;30
100 AÑOS Y MÁS;9
Curumaní;
Total;39.667
00-04;3.923
05-09;4.051
10-14;4.115
15-19;3.864
20-24;3.372
25-29;3.097
30-34;2.887
35-39;2.635
40-44;2.312
45-49;2.046
50-54;1.829
55-59;1.506
60-64;1.168
65-69;990
70-74;780
75-79;513
80-84;306
85-89;160
90-94;75
95-99;31
100 AÑOS Y MÁS;7
El Copey;
Total;31.650
00-04;3.284
05-09;3.299
10-14;3.243
15-19;3.028
20-24;2.697
25-29;2.510
30-34;2.276
35-39;2.021
40-44;1.785
45-49;1.570
50-54;1.432
55-59;1.273
60-64;1.016
65-69;801
70-74;584
75-79;380
80-84;232
85-89;124
90-94;59
95-99;28
100 AÑOS Y MÁS;8
El Paso;
Total;40.858
00-04;4.999
05-09;4.736
10-14;4.393
15-19;4.024
20-24;3.703
25-29;3.412
30-34;3.009
35-39;2.645
40-44;2.331
45-49;1.990
50-54;1.640
55-59;1.275
60-64;885
65-69;673
70-74;500
75-79;315
80-84;177
85-89;87
90-94;36
95-99;21
100 AÑOS Y MÁS;7
Gamarra;
Total;15.864
00-04;1.356
05-09;1.394
10-14;1.428
15-19;1.402
20-24;1.329
25-29;1.239
30-34;1.095
35-39;978
40-44;908
45-49;913
50-54;909
55-59;812
60-64;654
65-69;522
70-74;374
75-79;242
80-84;151
85-89;88
90-94;46
95-99;21
100 AÑOS Y MÁS;3
González;
Total;4.568
00-04;349
05-09;383
10-14;421
15-19;409
20-24;355
25-29;311
30-34;308
35-39;319
40-44;322
45-49;294
50-54;250
55-59;230
60-64;190
65-69;148
70-74;113
75-79;79
80-84;49
85-89;26
90-94;8
95-99;4
100 AÑOS Y MÁS;0
La Gloria;
Total;18.448
00-04;1.806
05-09;1.783
10-14;1.755
15-19;1.701
20-24;1.553
25-29;1.389
30-34;1.274
35-39;1.184
40-44;1.123
45-49;1.079
50-54;976
55-59;811
60-64;641
65-69;515
70-74;358
75-79;220
80-84;138
85-89;81
90-94;39
95-99;19
100 AÑOS Y MÁS;3
La Jagua de Ibirico;
Total;50.946
00-04;5.676
05-09;5.556
10-14;5.288
15-19;4.992
20-24;4.773
25-29;4.710
30-34;4.294
35-39;3.603
40-44;2.892
45-49;2.343
50-54;1.969
55-59;1.578
60-64;1.147
65-69;838
70-74;572
75-79;323
80-84;179
85-89;104
90-94;61
95-99;30
100 AÑOS Y MÁS;18
Manaure;
Total;10.835
00-04;967
05-09;1.017
10-14;1.067
15-19;1.055
20-24;978
25-29;868
30-34;756
35-39;695
40-44;628
45-49;588
50-54;562
55-59;479
60-64;370
65-69;289
70-74;211
75-79;144
80-84;90
85-89;39
90-94;17
95-99;13
100 AÑOS Y MÁS;2
Pailitas;
Total;19.705
00-04;1.795
05-09;1.898
10-14;1.983
15-19;1.874
20-24;1.650
25-29;1.544
30-34;1.417
35-39;1.307
40-44;1.196
45-49;1.084
50-54;985
55-59;825
60-64;641
65-69;524
70-74;401
75-79;264
80-84;158
85-89;86
90-94;44
95-99;24
100 AÑOS Y MÁS;5
Pelaya;
Total;22.291
00-04;2.229
05-09;2.291
10-14;2.294
15-19;2.108
20-24;1.876
25-29;1.769
30-34;1.590
35-39;1.448
40-44;1.347
45-49;1.219
50-54;1.063
55-59;875
60-64;685
65-69;548
70-74;390
75-79;251
80-84;160
85-89;87
90-94;33
95-99;22
100 AÑOS Y MÁS;6
Pueblo Bello;
Total;29.437
00-04;4.495
05-09;4.116
10-14;3.586
15-19;3.088
20-24;2.596
25-29;2.160
30-34;1.850
35-39;1.617
40-44;1.385
45-49;1.142
50-54;934
55-59;738
60-64;545
65-69;446
70-74;333
75-79;194
80-84;106
85-89;52
90-94;27
95-99;21
100 AÑOS Y MÁS;6
Río de Oro;
Total;17.793
00-04;1.436
05-09;1.466
10-14;1.512
15-19;1.506
20-24;1.490
25-29;1.440
30-34;1.319
35-39;1.229
40-44;1.137
45-49;1.067
50-54;1.005
55-59;873
60-64;686
65-69;563
70-74;438
75-79;291
80-84;171
85-89;95
90-94;47
95-99;19
100 AÑOS Y MÁS;3
La Paz;
Total;29.603
00-04;3.067
05-09;3.058
10-14;2.980
15-19;2.814
20-24;2.594
25-29;2.381
30-34;2.150
35-39;1.937
40-44;1.718
45-49;1.512
50-54;1.346
55-59;1.151
60-64;921
65-69;723
70-74;511
75-79;329
80-84;210
85-89;115
90-94;56
95-99;25
100 AÑOS Y MÁS;5
San Alberto;
Total;28.453
00-04;2.812
05-09;2.746
10-14;2.617
15-19;2.501
20-24;2.467
25-29;2.479
30-34;2.309
35-39;2.092
40-44;1.867
45-49;1.601
50-54;1.360
55-59;1.114
60-64;844
65-69;621
70-74;444
75-79;279
80-84;154
85-89;82
90-94;36
95-99;22
100 AÑOS Y MÁS;6
San Diego;
Total;20.470
00-04;2.120
05-09;2.057
10-14;1.955
15-19;1.828
20-24;1.714
25-29;1.593
30-34;1.433
35-39;1.316
40-44;1.225
45-49;1.130
50-54;1.005
55-59;862
60-64;698
65-69;550
70-74;394
75-79;251
80-84;158
85-89;95
90-94;52
95-99;25
100 AÑOS Y MÁS;9
San Martín;
Total;28.769
00-04;2.740
05-09;2.773
10-14;2.800
15-19;2.746
20-24;2.606
25-29;2.447
30-34;2.233
35-39;2.097
40-44;1.937
45-49;1.670
50-54;1.352
55-59;1.042
60-64;763
65-69;583
70-74;419
75-79;258
80-84;156
85-89;80
90-94;33
95-99;26
100 AÑOS Y MÁS;8
Tamalameque;
Total;16.189
00-04;1.712
05-09;1.750
10-14;1.745
15-19;1.528
20-24;1.191
25-29;1.068
30-34;1.044
35-39;969
40-44;886
45-49;854
50-54;809
55-59;715
60-64;583
65-69;468
70-74;346
75-79;225
80-84;144
85-89;84
90-94;45
95-99;20
100 AÑOS Y MÁS;3
Montería;
Total;505.334
00-04;41.903
05-09;41.398
10-14;40.922
15-19;42.182
20-24;43.354
25-29;42.598
30-34;39.627
35-39;37.335
40-44;33.230
45-49;29.422
50-54;27.584
55-59;24.504
60-64;19.992
65-69;14.595
70-74;10.514
75-79;7.112
80-84;4.300
85-89;2.504
90-94;1.318
95-99;578
100 AÑOS Y MÁS;362
Ayapel;
Total;47.247
00-04;4.877
05-09;4.896
10-14;4.818
15-19;4.462
20-24;3.795
25-29;3.346
30-34;2.946
35-39;2.695
40-44;2.548
45-49;2.444
50-54;2.406
55-59;2.224
60-64;1.832
65-69;1.340
70-74;1.012
75-79;729
80-84;442
85-89;239
90-94;125
95-99;49
100 AÑOS Y MÁS;22
Buenavista;
Total;21.451
00-04;2.013
05-09;2.079
10-14;2.122
15-19;2.010
20-24;1.735
25-29;1.506
30-34;1.371
35-39;1.294
40-44;1.239
45-49;1.221
50-54;1.136
55-59;959
60-64;797
65-69;648
70-74;513
75-79;359
80-84;220
85-89;123
90-94;64
95-99;35
100 AÑOS Y MÁS;7
Canalete;
Total;15.437
00-04;1.451
05-09;1.510
10-14;1.545
15-19;1.428
20-24;1.198
25-29;1.054
30-34;991
35-39;961
40-44;921
45-49;895
50-54;857
55-59;720
60-64;578
65-69;449
70-74;333
75-79;229
80-84;151
